"Nome","População","Bandeira","Coat of Arms","Endereço"
"Iranduba-AM","49 718","","","Praça dos Três Poderes, s/n – Iranduba – AM – CEP: 69405-000"
"Iramaia-BA","10752","","","Praça da Bandeira, 14 – Iramaia – BA – CEP: 46770-000"
"Irajuba-BA","6 101","","","Praça Santo Antônio, 132 – Irajuba – BA – CEP: 45370-000"
"Iraí-RS","7 046","","","Rua Valzumiro Dutra, 161 – Iraí – RS – CEP: 98460-000"
"Iraí de Minas-MG","6 464","","","Praça do Rosário, 04 – Iraí de Minas – MG – CEP: 38510-000"
"Iraceminha-SC","4 253","","","Rua Dona Paulina, 780 – Iraceminha – SC – CEP: 89891-000"
"Iracemápolis-SP","20 029","","","Rua Antônio Joaquim Fagundes, 237 – Iracemápolis – SP – CEP: 13495-000"
"Iracema-RR","10 859","","","Rua Floriano Peixoto, s/n – Iracema – RR – CEP: 69348-000"
"Iracema-CE","13 725","","","Rua Delta Holanda, 19 – Iracema – CE – CEP: 62980-000"
"Iracema do Oeste-PR","2 216","","","Rua Prof Vieira de Alencar, 441 – Iracema do Oeste – PR – CEP: 85833-000"
"Ipupiara-BA","9 935","","","Praça Santos Dumont, 101 – Ipupiara – BA – CEP: 47590-000"
"Ipumirim-SC","7 816","","","Rua Dom Pedro II, 230 – Ipumirim – SC – CEP: 89790-000"
"Ipuiuna-MG","9 135","","","Rua João Roberto da Silva, 40 – Ipuiúna – MG – CEP: 37559-000"
"Ipueiras-TO","2 088","","","Praça Elias de Sena Ferreira, s/n – Ipueiras – TO – CEP: 77553-000"
"Ipueiras-CE","38 114","","","Rua Pe Angelim, 120 – Ipueiras – CE – CEP: 62230-000"
"Ipueira-RN","2 035","","","Avenida Fundador Francisco Quinino, 148 – Ipueira – RN – CEP: 59315-000"
"Ipubi-PE","29 009","","","Avenida GetulioVargas 65 – Ipubi – PE – CEP: 56260-000"
"Ipuaçu-SC","7 730","","","Rua Zanella, 818 – Ipuaçu – SC – CEP: 89832-000"
"Ipuã-SP","14 454","","","Avenida Carlos Fernandes, 766 – Ipuã – SP – CEP: 14610-000"
"Ipu-CE","41083","","","Avenida Milton Carvalho, 371  – Ipu – CE – CEP: 62250-000"
"Iporanga-SP","4 351","","","Praça Padre Caiaffa, 70 – Iporanga – SP – CEP: 18330-000"
"Iporã-PR","13 926","","","Rua Pedro Álvares Cabral, 2677 – Iporã – PR – CEP: 87560-000"
"Iporá-GO","35 684","","","Rua São José, 11 – Iporá – GO – CEP: 76200-000"
"Iporã do Oeste-SC","9 045","","","Rua Santo Antônio, 100 – Iporã do Oeste – SC – CEP: 89899-000"
"Ipojuca-PE","96 204","","","Rua Cel João de Souza Leão, s/n – Ipojuca – PE – CEP: 55590-000"
"Ipixuna-AM","31 172","","","Rua Varcy Herculano Barros, 252 – Ipixuna – AM – CEP: 69990-000"
"Ipixuna do Pará-PA","62 455","","","Travessa Cristovão Colombo, 34 – Ipixuna do Pará – PA – CEP: 68637-000"
"Ipiranga-PR","15 251","","","R, 15 de Novembro, 545 – Ipiranga – PR – CEP: 84450-000"
"Ipiranga do Sul-RS","1 871","","","Avenida do Comércio, 124 – Ipiranga do Sul – RS – CEP: 99925-000"
"Ipiranga do Piauí-PI","9 782","","","Praça Rosa Cortez, s/n – Ipiranga do Piauí – PI – CEP: 64540-000"
"Ipiranga do Norte-MT","6 093","","","Rua dos Girasóis, s/n – Ipiranga do Norte – MT – CEP: 78578-000"
"Ipiranga de Goiás-GO","2 844","","","Avenida Ceres Q, 15 Lote , 04 – Ipiranga de Goiás – GO – CEP: 76304-000"
"Ipira-SC","4 752","","","Rua XV de Agosto, 342 – Ipira – SC – CEP: 89669-000"
"Ipirá-BA","56 876","","","Centro Administrativo Estrada do Feijão Km 86 – Ipirá – BA – CEP: 44600-000"
"Ipiguá-SP","6 761","","","Rua do Comércio, 140 – Ipiguá – SP – CEP: 15108-000"
"Ipiaú-BA","40 706","","","– Ipiaú – BA – CEP: 45570-000"
"Ipiaçu-MG","4 225","","","Avenida Milton Campos, 344 – Ipiaçu – MG – CEP: 38350-000"
"Ipeúna-SP","6 016","","","Avenida 2, 275 – Ipeúna – SP – CEP: 13537-000"
"Iperó-SP","37 133","","","Avenida Santa Cruz, 355 – Iperó – SP – CEP: 18560-000"
"Ipecaetá-BA","13 709","","","Rua Vivaldo Reis, 2 – Ipecaetá – BA – CEP: 44680-000"
"Ipê-RS","5 325","","","Rua Frei Casimiro Zafonatto, 1060 – Ipê – RS – CEP: 95240-000"
"Ipaussu-SP","13 663","","","Rua Washington Luiz ,819 - Bairro Centro
CEP 18.950-000 - Ipaussu - SP"
"Ipaumirim-CE","12 305","","","Rua coronel Gustavo Lima ; 230 – Ipaumirim – CE – CEP: 63340-000"
"Ipatinga-MG","227 731","","","Avenida Maria Jorge Selim de Sales, 100 – Ipatinga – MG – CEP: 35160-011"
"Ipaporanga-CE","11 587","","","Rua João Luciano, 555 – Ipaporanga – CE – CEP: 62215-000"
"Ipanguaçu-RN","14 131","","","Rua Mal Deodoro, 99 – Ipanguaçu – RN – CEP: 59508-000"
"Ipanema-MG","19 522","","","Rua Felipe dos Santos, 252 – Ipanema – MG – CEP: 36950-000"
"Ipameri-GO","27 365","","","Avenida Pandiá Calógeras, 84 – Ipameri – GO – CEP: 75780-000"
"Ipaba-MG","17 136","","","Avenida Manoel Machado Franco, 252 – Ipaba – MG – CEP: 35198-000"
"Iomerê-SC","2 743","","","Rua João Rech, 500 – Iomerê – SC – CEP: 89558-000"
"Inúbia Paulista-SP","3 907","","","Avenida Campos Sales, 113 – Inúbia Paulista – SP – CEP: 17760-000"
"Inocência-município-MS","7 687","","","R. João Batista Parreira, 48 - Inocência, MS, 79580-000"
"Inimutaba-MG","6 729","","","Praça Cel Francisco Mascarenhas, 76 – Inimutaba – MG – CEP: 35796-000"
"Inhumas-GO","52 866","","","Avenida Wilson Quirino de Andrade, 450 – Inhumas – GO – CEP: 75400-000"
"Inhuma-PI","15 330","","","Praça João de Deus, 209 – Inhuma – PI – CEP: 64535-000"
"Inhaúma-MG","5 781","","","Praça Exp Claudovino Madaleno, 25 – Inhaúma – MG – CEP: 35710-000"
"Inhapim-MG","22 692","","","Rua Coronel Guilherme, 17 – Inhapim – MG – CEP: 35330-000"
"Inhapi-AL","18 398","","","Avenida Senador Rui Palmeira, 1121 – Inhapi – AL – CEP: 57545-000"
"Inhangapi-PA","11 559","","","Praça Alacid Nunes, 74 – Inhangapi – PA – CEP: 68770-000"
"Inhambupe-BA","33790","","","Praça da Bandeira, 74 – Inhambupe – BA – CEP: 48490-000"
"Inhacorá-RS","2 207","","","Rua Elza Florinda Estoubergeue da Rosa, 205 – Inhacorá – RS – CEP: 98765-000"
"Ingazeira-PE","4 563","","","Rua Albino Feitosa, 31 – Ingazeira – PE – CEP: 56830-000"
"Ingaí-MG","2 636","","","Praça Gabriel Andrade Junqueira, 30 – Ingaí – MG – CEP: 37215-000"
"Ingá-PB","18 101","","","Praça Vila do Imperador, 160 – Ingá – PB – CEP: 58380-000"
"Indiavaí-MT","2 779","","","Avenida Governador Jaime Campos, 294 – Indiavaí – MT – CEP: 78295-000"
"Indiaroba-SE","16 549","","","Praça dos Pescadores, 19 – Indiaroba – SE – CEP: 49250-000"
"Indiara-GO","15 962","","","Rua Mizael Machado, s/n – Indiara – GO – CEP: 75955-000"
"Indiaporã-SP","3 903","","","Rua Domingos Simões Marques 1345 – Indiaporã – SP – CEP: 15690-000"
"Indianópolis-PR","4 449","","","Praça Caramuru, 150 – Indianópolis – PR – CEP: 87210-000"
"Indianópolis-MG","6 693","","","Praça Urias José da Silva, 42 – Indianópolis – MG – CEP: 38490-000"
"Indiana-SP","4 873","","","Rua Capitão Whitaker, 407 – Indiana – SP – CEP: 19560-000"
"Independência-RS","6 054","","","Rua Senador Pinheiro, 1380 – Independência – RS – CEP: 98915-000"
"Independência-CE","26 178","","","Rua do Cruzeiro número 244 – Independência – CE – CEP: 63640-000"
"Indaiatuba-SP","260 690","","","Avenida Engenheiro Fábio Roberto Barnabe, 2800 – Indaiatuba – SP – CEP: 13331-900"
"Indaial-SC","72 346","","","Avenida Getúlio Vargas, 126 – Indaial – SC – CEP: 89130-000"
"Indaiabira-MG","7 351","","","Praça Joaquim Capuchinho, 34 – Indaiabira – MG – CEP: 39536-000"
"Inconfidentes-MG","6 908","","","Rua Eng Álvares Maciel, 190 – Inconfidentes – MG – CEP: 37576-000"
"Inajá-PR","3 128","","","Avenida Antônio Veiga Martins, 80 – Inajá – PR – CEP: 87670-000"
"Inajá-PE","21 932","","","Rua Cícero Torres, 118 – Inajá – PE – CEP: 56560-000"
"Inaciolândia-GO","6 235","","","Praça Ulisses Guimarães, 37 – Inaciolândia – GO – CEP: 75550-000"
"Inácio Martins-PR","11 117","","","Rua Sete de Setembro, 370 – Inácio Martins – PR – CEP: 85155-000"
"Imperatriz-MA","273 110","","","Rua Rui Brabosa, 201 – Imperatriz – MA – CEP: 65903-270"
"Imigrante-Rio Grande do Sul-RS","3 103","","","R. Castelo Branco, 15, Imigrante - RS, 95885-000"
"Imbuia-SC","6 284","","","Avenida Bernardino de Andrade, 86 – Imbuia – SC – CEP: 88440-000"
"Imbituva-PR","28 759","","","Rua Prefeito José Buhrer Júnior, 462 – Imbituva – PR – CEP: 84430-000"
"Imbituba-SC","52 579","","","Avenida Dr João Rimsa, 601 – Imbituba – SC – CEP: 88780-000"
"Imbé-RS","23 721","","","Avenida Paraguasul, 1043 – Imbé – RS – CEP: 95625-000"
"Imbé de Minas-MG","6 782","","","Praça Santana, 18 – Imbé de Minas – MG – CEP: 35323-000"
"Imbaú-PR","13 282","","","Rua Fancisco Siqueira Cortes, 471 – Imbaú – PR – CEP: 84250-000"
"Imaruí-SC","11 881","","","Rua José Inácio da Rocha, 109 – Imaruí – SC – CEP: 88770-000"
"Imaculada-PB","11 819","","","Rua Antônio Caetano, 92 – Imaculada – PB – CEP: 58745-000"
"Ilópolis-RS","4 054","","","Rua Conselheiro José Bozzetto, 987 – Ilópolis – RS – CEP: 95990-000"
"Ilicínea-MG","11 488","","","Rua Brasil, 98 – Ilicínea – MG – CEP: 37175-000"
"Ilhota-SC","14 184","","","Rua Dr Leoberto Leal, 160 – Ilhota – SC – CEP: 88320-000"
"Ilhéus-BA","178 703","","","Praça J J Seabra Palacio Paranaguá, s/n – Ilhéus – BA – CEP: 45650-000"
"Ilhabela-SP","36 194","","","Rua Prefeito Mariano Procópio de Araújo Carvalho, 86 – Ilhabela – SP – CEP: 11630-000"
"Ilha Solteira-SP","25 549","","","Praça dos Paiaguás, 86 – Ilha Solteira – SP – CEP: 15385-000"
"Ilha Grande-PI","9 274","","","Rua São José, 338 – Ilha Grande – PI – CEP: 64224-000"
"Ilha de Itamaracá-PE","24 888","","","Av. João Pessoa Guerra, 37 - Jaguaribe, Ilha de Itamaracá - PE, 53900-000"
"Ilha das Flores-SE","8 348","","","Rua Gracho Cardoso, 92 – Ilha das Flores – SE – CEP: 49990-000"
"Ilha Comprida-SP","13447","","","Avenida Beira Mar, 11000 – Ilha Comprida – SP – CEP: 11925-000"
"Ijuí-RS","85 135","","","Rua Benjamin Constant, 429 – Ijuí – RS – CEP: 98700-000"
"Ijaci-MG","5 863","","","Praça Prefeito Elias Antonio Filho, 119 – Ijaci – MG – CEP: 37205-000"
"Iguatu-PR","2 258","","","Avenida Centenário, s/n – Iguatu – PR – CEP: 85423-000"
"Iguatu-CE","102 013","","","Avenida Rui Barbosa, 15 – Iguatu – CE – CEP: 63500-000"
"Iguatemi-MS","14 972","","","Avenida Laudelino Peixoto, 871 – Iguatemi – MS – CEP: 79960-000"
"Iguatama-MG","7 901","","","Rua 5, 857 – Iguatama – MG – CEP: 38910-000"
"Iguaracy-PE","12 175","","","Praça Antônio Rabelo, 2 - Iguaracy, PE, 56840-000"
"Iguaraçu-PR","4 440","","","Rua Otávio Pedro da Silva, 294 – Iguaraçu – PR – CEP: 86750-000"
"Iguape-SP","29 115","","","Rua XV de Novembro, 272 – Iguape – SP – CEP: 11920-000"
"Iguaí-BA","25 705","","","Praça Manoel Novaes, 8 – Iguaí – BA – CEP: 45280-000"
"Iguaba Grande-RJ","29 344","","","Rua Paulino Rodrigues de Souza, 3200 – Iguaba Grande – RJ – CEP: 28960-000"
"Igrejinha-RS","37 754","","","Avenida Pres Castelo Branco, 228 – Igrejinha – RS – CEP: 95650-000"
"Igreja Nova-AL","23 298","","","Praça Agnelo Moreira, 6 – Igreja Nova – AL – CEP: 57280-000"
"Igrapiúna-BA","13 151","","","Centro Adm Dr Antônio Lemos Maia, 125 – Igrapiúna – BA – CEP: 45443-000"
"Igaratinga-MG","10 286","","","Praça Manuel de Assis, 272 – Igaratinga – MG – CEP: 35695-000"
"Igaratá-SP","9 631","","","Avenida Benedito Rodrigues de Freitas, 330 – Igaratá – SP – CEP: 12350-000"
"Igarassu-PE","115196","","","Praça da Bandeira, 14 – Igarassu – PE – CEP: 53600-000"
"Igarapé-Miri-PA","62 698","","","Praça Sarges de Barros, 252 – Igarapé-Miri – PA – CEP: 68430-000"
"Igarapé-MG","45 847","","","Avenida Governador Valadares, 325 – Igarapé – MG – CEP: 32900-000"
"Igarapé-Açu-PA","39 023","","","Avenida Barão do Rio Branco, 3913 – Igarapé-Açu – PA – CEP: 68725-000"
"Igarapé Grande-MA","11 628","","","Avenida João Carvalho, s/n – Igarapé Grande – MA – CEP: 65720-000"
"Igarapé do Meio-MA","14 549","","","Avenida Nagib Haickel, 1219 – Igarapé do Meio – MA – CEP: 65345-000"
"Igarapava-SP","26212","","","Rua Dr Gabriel Vilela, 413 – Igarapava – SP – CEP: 14540-000"
"Igaracy-PB","6 156","","","Rua Pedro Lopes Brasileiro, s/n – Igaracy – PB – CEP: 58775-000"
"Igaraçu do Tietê-SP","24 376","","","Rua Pereira de Rezende, 334 – Igaraçu do Tietê – SP – CEP: 17350-000"
"Igaporã-BA","15 527","","","Praça Bernardo de Brito, 430 – Igaporã – BA – CEP: 46490-000"
"Igaci-AL","25 197","","","Praça Antônio Toledo, s/n – Igaci – AL – CEP: 57620-000"
"Iepê-SP","7619","","","Rua Minas Gerais, 274 – Iepê – SP – CEP: 19640-000"
"Ielmo Marinho-RN","11 615","","","Rua Sergio Severo, 1114  – Ielmo Marinho – RN – CEP: 59490-500"
"Iconha-ES","12 326","","","Praça Darcy Marchiori, 11 – Iconha – ES – CEP: 29280-000"
"Icó-CE","67 456","","","Rua Ilídio Sampaio, 2131 – Icó – CE – CEP: 63430-000"
"Ichu-BA","6 190","","","Avenida Roque Ferreira da Silva, 43 – Ichu – BA – CEP: 48725-000"
"Icém-SP","7 819","","","Rua Pref João Ribeiro da Silveira, 550 – Icém – SP – CEP: 15460-000"
"Icatu-MA","24 794","","","Rua Coronel Maciel , 01 – Icatu – MA – CEP: 65170-000"
"Icaraíma-PR","7 786","","","Avenida Hermes Vissoto, 810 – – Icaraíma – PR – CEP: 87530-000"
"Icaraí de Minas-MG","10677","","","Rua Antônio da Rocha, s/n – Icaraí de Minas – MG – CEP: 39318-000"
"Içara-SC","52 284","","","Praça Castelo Branco, 120 – Içara – SC – CEP: 88820-000"
"Icapuí-CE","21 400","","","Praça Adauto Róseo, 1229 – Icapuí – CE – CEP: 62810-000"
"Ibotirama-BA","27 076","","","Praça Ives de Oliveira, 78 – Ibotirama – BA – CEP: 47520-000"
"Ibiúna-SP","80 062","","","Avenida Cap Manoel de Oliveira Carvalho, 51 – Ibiúna – SP – CEP: 18150-000"
"Ibituruna-MG","2 698","","","Rua Regina Nicolau, 195 – Ibituruna – MG – CEP: 37223-000"
"Ibitiúra de Minas-MG","3 406","","","Praça Pref Abílio Pereira Caldas N 235 – Ibitiúra de Minas – MG – CEP: 37790-000"
"Ibititá-BA","16 969","","","Praça Sidney Dourado Matos, 70 – Ibititá – BA – CEP: 44960-000"
"Ibitirama-ES","9 393","","","Rua Edgar Santana Alves, 63 – Ibitirama – ES – CEP: 29540-000"
"Ibitinga-SP","61 150","","","Rua Miguel Landim, 333 – Ibitinga – SP – CEP: 14940-000"
"Ibitiara-BA","14 637","","","Rua João Pessoa, 08 – Ibitiara – BA – CEP: 46700-000"
"Ibirubá-RS","20 474","","","Rua Tiradentes, 700 – Ibirubá – RS – CEP: 98200-000"
"Ibirité-MG","170 537","","","Rua Arthur Campos, 906 – Ibirité – MG – CEP: 32400-000"
"Ibirataia-BA","18 792","","","Praça 10 de Novembro, 9 – Ibirataia – BA – CEP: 45580-000"
"Ibirarema-SP","6 725","","","Rua Alexandre Simões de Almeida, 367 – Ibirarema – SP – CEP: 19940-000"
"Ibirapuitã-RS","3 988","","","Rua Antonio Scyla Muniz, 394 – Ibirapuitã – RS – CEP: 99320-000"
"Ibirapuã-BA","8 896","","","Praça Lourival Pereira Barros, s/n – Ibirapuã – BA – CEP: 45940-000"
"Ibirapitanga-BA","24 238","","","Praça Manoel Jorge e Silva, s/n – Ibirapitanga – BA – CEP: 45500-000"
"Ibirama-SC","19862","","","Rua Dr Getúlio Vargas, 70 – Ibirama – SC – CEP: 89140-000"
"Ibirajuba-PE","7 773","","","Avenida Ten Xavier de Araújo, 100 – Ibirajuba – PE – CEP: 55390-000"
"Ibiraiaras-RS","7 267","","","Rua João Stella, 55 – Ibiraiaras – RS – CEP: 95305-000"
"Ibiraçu-ES","12 581","","","Avenida Conde D`eu, 486 – Ibiraçu – ES – CEP: 29670-000"
"Ibiraci-MG","10 948","","","Rua Seis de Abril, 912 – Ibiraci – MG – CEP: 37990-000"
"Ibiracatu-MG","6 155","","","Rua do Comércio, 341 – Ibiracatu – MG – CEP: 39455-000"
"Ibirá-SP","11 690","","","Praça José Bernardino de Seixas, 1 – Ibirá – SP – CEP: 15860-000"
"Ibiquera-BA","3 725","","","Praça São José, 32 – Ibiquera – BA – CEP: 46840-000"
"Ibiporã-PR","53 356","","","Rua Pe Vitoriano Valente, 540 – Ibiporã – PR – CEP: 86200-000"
"Ibipitanga-BA","13 863","","","Avenida Cleriston Andrade, s/n – Ibipitanga – BA – CEP: 46540-000"
"Ibipeba-BA","18 211","","","Praça da Igreja, 2 – Ibipeba – BA – CEP: 44970-000"
"Ibimirim-PE","28 604","","","Avenida Castro Alves, 432 – Centro – Ibimirim – PE – CEP: 56580-000"
"Ibicuitinga-CE","25 795","","","Rua José Damasceno, 1783 – Ibicuitinga – CE – CEP: 62955-000"
"Ibicuí-BA","16 198","","","Praça São Pedro, 100 – Ibicuí – BA – CEP: 45290-000"
"Ibicoara-BA","19 990","","","Rua Fernando Neto, 54 – Ibicoara – BA – CEP: 46760-000"
"Ibicaré-SC","3 373","","","Rua Dom Pedro II, 133 – Ibicaré – SC – CEP: 89640-000"
"Ibicaraí-BA","21 083","","","Rua Tirandentes, 23 – Ibicaraí – BA – CEP: 45745-000"
"Ibiassucê-BA","9 427","","","Praça Oliveira Brito, 100 – Ibiassucê – BA – CEP: 46390-000"
"Ibiara-PB","6 031","","","Rua Prefeito Antônio Ramalho Diniz, 86 – Ibiara – PB – CEP: 58980-000"
"Ibiapina-CE","25 165","","","Rua Moisés Aarão, s/n – Ibiapina – CE – CEP: 62360-000"
"Ibiam-SC","1 971","","","Travessa Leoniza Carvalho Agostini, 20 – Ibiam – SC – CEP: 89652-000"
"Ibiaí-MG","7 839","","","Praça 31 de Março, 555 – Ibiaí – MG – CEP: 39350-000"
"Ibiaçá-RS","4 527","","","Rua do Interventor, 510 – Ibiaçá – RS – CEP: 99940-000"
"Ibiá-MG","24 946","","","Avenida Tancredo Neves, 663 – Ibiá – MG – CEP: 38950-000"
"Ibertioga-MG","5 198","","","Rua Cap Evaristo de Carvalho, 56 – Ibertioga – MG – CEP: 36225-000"
"Ibema-PR","6 387","","","Avenida Ney Euirson Nápoli, 1426 – Ibema – PR – CEP: 85478-000"
"Ibatiba-ES","26 082","","","Rua Salomão Fadlalah, 255 – Ibatiba – ES – CEP: 29395-000"
"Ibateguara-AL","15 627","","","Rua Cel João Bezerra Leite, 76 – Ibateguara – AL – CEP: 57890-000"
"Ibaté-SP","32 810","","","Rua Paulino Carlos, 921 – Ibaté – SP – CEP: 14815-000"
"Ibaretama-CE","12 928","","","Rua Pe João de Scopel, 53 – Ibaretama – CE – CEP: 63970-000"
"Ibarama-RS","4 393","","","Rua Júlio Bridi, 523 – Ibarama – RS – CEP: 96925-000"
"Ibaiti-PR","31 854","","","Praça do Três Poderes, 23 – Ibaiti – PR – CEP: 84900-000"
"Iati-PE","19 100","","","Avenida Tabelião Manoel Tenório Alves, 54 – Iati – PE – CEP: 55345-000"
"Iaras-SP","7 704","","","Praça Monção, 683 – Iaras – SP – CEP: 18775-000"
"Iapu-MG","12 030","","","Rua João Lemos, 37 – Iapu – MG – CEP: 35190-000"
"Iaçu-BA","24 121","","","Praça 15 de Novembro, 305 – Iaçu – BA – CEP: 46860-000"
"Iacri-SP","6 419","","","Rua Ceará, 1783 – Iacri – SP – CEP: 17680-000"
"Iaciara-GO","14 082","","","Avenida Alfredo Nasser Quadra 7 Lt, 29 – Iaciara – GO – CEP: 73920-000"
"Iacanga-SP","11 858","","","Avenida Joaquim Pedro de Oliveira, 401 – Iacanga – SP – CEP: 17180-000"
"Humberto de Campos-MA","29 143","","","Praça Leôncio Rodrigues, 136 – Humberto de Campos – MA – CEP: 65180-000"
"Humaitá-RS","4 712","","","Avenida João Pessoa, 414 – Centro – Humaitá – RS – CEP: 98670-000"
"Humaitá-AM","57 195","","","Rua 13 de Maio, 177 – Humaitá – AM – CEP: 69800-000"
"Hulha Negra-RS","6 894","","","Avenida Getúlio Vargas, 1562 – Hulha Negra – RS – CEP: 96460-000"
